PostID,Date,Platform,ContentType,Campaign,PostHour,Impressions,Reach,Engagements,Likes,Comments,Shares,Clicks,Saves,VideoViews,FollowersGained,AdSpend,TargetAudience,PostCaption,HashtagCount,MediaCount,IsSponsored,InfluencerID,SentimentScore,CTR,EngagementRate,CostPerEngagement,ReachRate,ClickThroughRate,VideoViewRate,SaveRate,FollowerGrowthRate,ROI
POST_04283,2025-10-15,Instagram,Text,User Generated Content,3.0,4176.0,5649.0,383.0,2253.0,391.0,450.0,38.0,553.0,2134.0,263.0,218.22758427152178,35-44,Sample post caption 4283,8.0,9.0,True,INF_066,0.28,0.0166,9.17,0.5698,135.27,0.91,51.1,13.24,4.66,-91.29
POST_04284,2026-07-25,Facebook,Image,Organic Growth,9.0,41258.0,25502.0,2660.0,1224.0,260.0,257.0,68.0,454.0,610.0,255.0,135.06290394209103,45-54,Sample post caption 4284,11.0,4.0,True,,-0.77,0.0111,6.45,0.0508,61.81,0.16,1.48,1.1,1.0,-74.83
POST_04285,2024-03-28,Twitter,Story,Brand Awareness Q1,16.0,38310.0,14655.0,3589.0,2162.0,253.0,43.0,276.0,358.0,7566.0,283.0,25.59412546550893,55+,Sample post caption 4285,8.0,1.0,False,,-0.76,0.0162,9.37,0.0071,38.25,0.72,19.75,0.93,1.93,439.19
POST_04286,2024-04-21,Twitter,Text,User Generated Content,3.0,26031.0,28118.0,3738.0,2431.0,294.0,167.0,1143.0,51.0,22501.0,13.0,256.50190651812966,25-34,Sample post caption 4286,9.0,7.0,False,,0.0,0.0519,14.36,0.0686,108.02,4.39,86.44,0.2,0.05,122.81
POST_04287,2026-02-26,YouTube,Carousel,Spring Collection,18.0,32107.0,4308.0,1145.0,757.0,323.0,786.0,1109.0,10.0,21125.0,257.0,387.2347467754421,35-44,Sample post caption 4287,6.0,4.0,True,,0.44,0.0532,3.57,0.3382,13.42,3.45,65.8,0.03,5.97,43.19
POST_04288,2024-09-11,Twitter,Story,Spring Collection,17.0,22844.0,25580.0,3740.0,1209.0,39.0,190.0,176.0,599.0,2561.0,-11.0,73.03567753541601,18-24,  Sample post caption 4288  ,0.0,5.0,True,,-0.61,0.1467,16.37,0.0195,111.98,0.77,11.21,2.62,-0.04,20.49
POST_04289,2025-11-04,Instagram,Video,Summer Sale 2024,16.0,30496.0,20553.0,2018.0,798.0,291.0,663.0,970.0,226.0,23429.0,192.0,446.88878362803104,35-44,Sample post caption 4289,5.0,7.0,False,,0.1,0.0034,6.62,0.2215,67.4,3.18,76.83,0.74,0.93,8.53
POST_04290,2025-11-11,TikTok,Image,Product Launch Alpha,5.0,23183.0,6690.0,666.0,2387.0,404.0,561.0,605.0,113.0,828.0,194.0,-41.83568970890707,25-34,Sample post caption 4290,9.0,7.0,False,,0.83,0.0948,2.87,0.4169,28.86,2.61,3.57,0.49,2.9,8.95
POST_04291,2024-12-29,X,Video,Spring Collection,6.0,36373.0,,4976.0,1997.0,253.0,275.0,1115.0,536.0,18079.0,259.0,406.1494403119714,35-44,Sample post caption 4291,0.0,9.0,False,INF_030,0.03,0.0767,13.68,0.0816,11.93,3.07,49.7,1.47,5.97,37.26
POST_04292,2024-06-19,Facebook,Video,Influencer Collab,5.0,25376.0,17311.0,16.0,1326.0,96.0,368.0,1443.0,86.0,10396.0,46.0,333.51993631429684,18-24,Sample post caption 4292,1.0,9.0,False,,-0.04,0.0219,0.06,20.845,68.22,5.69,40.97,0.34,0.27,116.33
POST_04293,2025-10-24,Twitter,Video,User Generated Content,11.0,602.0,20919.0,392.0,224.0,25.0,305.0,80.0,592.0,10465.0,94.0,67.47281173395514,55+,Sample post caption 4293,2.0,7.0,False,INF_011,0.17,0.1423,65.12,0.1721,3474.92,13.29,1738.37,98.34,0.45,-40.72
POST_04294,2025-09-19,YouTube,Carousel,,8.0,12856.0,18978.0,3028.0,1014.0,103.0,606.0,,249.0,11072.0,5.0,453.2961083226071,35-44,Sample post caption 4294,10.0,9.0,False,,0.38,0.1217,23.55,0.1497,147.62,2.64,86.12,1.94,0.03,-62.5
POST_00008,2024-02-15,Instagram,Reel,Summer Sale 2024,17.0,14362.0,5109.0,3838.0,2810.0,102.0,753.0,420.0,249.0,22158.0,-21.0,359.07487642213965,18-24,Sample post caption 4295,10.0,5.0,False,,-0.4,0.0331,26.72,0.0936,35.57,2.92,154.28,1.73,-0.41,-41.52
POST_04296,2025-07-30,Instagram,Reel,Flash Sale March,1.0,49009.0,15191.0,1924.0,691.0,74.0,104.0,227.0,420.0,3465.0,57.0,17.78949486391551,55+,Sample post caption 4296,13.0,2.0,False,,-0.33,0.0438,3.93,0.0092,31.0,0.46,7.07,0.86,0.38,538.02
POST_04297,2025-10-22,Facebook,Story,Summer Sale 2024,16.0,10705.0,26802.0,4496.0,120.0,84.0,420.0,1918.0,209.0,16649.0,163.0,290.0221193643844,45-54,Sample post caption 4297,5.0,9.0,False,INF_036,-0.69,0.03,42.0,0.0645,250.37,17.92,155.53,1.95,0.61,230.66
POST_04298,2025-11-24,Facebook,Story,Influencer Collab,20.0,40807.0,23598.0,2597.0,176.0,495.0,348.0,472.0,520.0,1289.0,170.0,240.06310328783826,35-44,Sample post caption 4298,10.0,6.0,False,,0.9,0.0463,6.36,0.0924,57.83,1.16,3.16,1.27,0.72,-1.69
POST_04299,2025-10-24,Instagram,Reel,,0.0,22516.0,2650.0,2713.0,1245.0,213.0,771.0,87.0,547.0,5411.0,53.0,429.57703812062084,55+,Sample post caption 4299,6.0,6.0,False,INF_010,-0.9,0.0342,12.05,0.1583,11.77,0.39,24.03,2.43,2.0,-89.87
POST_04300,2025-02-13,Twitter,Image,Back to School,22.0,37587.0,15952.0,4740.0,2369.0,112.0,649.0,1373.0,56.0,16856.0,130.0,61.392455871805865,45-54,Sample post caption 4300,7.0,9.0,False,,-0.08,0.0387,12.61,0.013,42.44,3.65,44.85,0.15,0.81,1018.22
POST_04301,2026-02-09,Facebook,Video,Summer Sale 2024,8.0,40616.0,27733.0,104.0,2047.0,311.0,318.0,1663.0,62.0,6542.0,76.0,295.4220229532756,35-44,Sample post caption 4301,8.0,1.0,False,,0.37,0.0775,0.26,2.8406,68.28,4.09,16.11,0.15,0.27,181.46
POST_04302,2024-12-05,YouTube,Video,Flash Sale March,5.0,27643.0,19962.0,4557.0,443.0,56.0,419.0,1833.0,337.0,21576.0,147.0,155.1400199136036,35-44,Sample post caption 4302,6.0,2.0,False,,0.42,0.0506,16.49,0.034,72.21,6.63,78.05,1.22,0.74,490.76
POST_04303,2026-03-26,TikTok,Story,Spring Collection,1.0,31380.0,18842.0,4081.0,1227.0,442.0,694.0,189.0,531.0,10767.0,292.0,122.80943349659562,25-34,Sample post caption 4303,5.0,3.0,True,,0.25,0.0735,13.01,0.0301,60.04,0.6,34.31,1.69,1.55,-23.05
POST_04304,2025-03-16,Twitter,Video,New Year Promo,5.0,2970.0,4910.0,2776.0,1602.0,383.0,56.0,866.0,5.0,1896.0,-18.0,11.267675194208405,35-44,Sample post caption 4304,4.0,1.0,False,,-0.32,0.0046,93.47,0.0041,165.32,29.16,63.84,0.17,-0.37,3742.85
POST_04305,2024-04-18,TikTok,Text,New Year Promo,8.0,4858.0,10215.0,4174.0,2465.0,100.0,239.0,980.0,584.0,19538.0,283.0,166.1141819249849,35-44,Sample post caption 4305,9.0,4.0,False,,-0.85,0.1112,85.92,0.0398,210.27,20.17,402.18,12.02,2.77,194.98
POST_04306,2024-01-11,Facebook,Image,Brand Refresh,2.0,45906.0,20382.0,2382.0,1030.0,249.0,426.0,1669.0,510.0,22701.0,183.0,198.0479413259997,55+,Sample post caption 4306,1.0,2.0,False,,0.86,0.1392,5.19,0.0831,44.4,3.64,49.45,1.11,0.9,321.36
POST_04307,2024-04-10,Twitter,Video,New Year Promo,15.0,38836.0,25864.0,1868.0,952.0,134.0,616.0,980.0,460.0,11691.0,-15.0,223.89335251054743,18-24,Sample post caption 4307,14.0,3.0,False,,-0.62,0.1495,4.81,0.1199,66.6,2.52,30.1,1.18,-0.06,118.85
POST_04308,2024-09-21,LinkedIn,Text,Back to School,23.0,11759.0,2384.0,4024.0,85.0,425.0,576.0,135.0,355.0,17995.0,-33.0,367.3608351768221,25-34,Sample post caption 4308,7.0,8.0,False,INF_078,0.82,0.0301,34.22,0.0913,20.27,1.15,153.03,3.02,-1.38,-81.63
POST_04309,2024-08-15,TikTok,Image,Video Series 2025,14.0,49634.0,817.0,4275.0,991.0,140.0,139.0,1348.0,218.0,22818.0,256.0,201.77121560970596,35-44,Sample post caption 4309,4.0,4.0,False,,-0.55,0.0576,8.61,0.0472,1.65,2.72,45.97,0.44,31.33,234.04
POST_04310,2025-06-06,TikTok,Video,Flash Sale March,11.0,40658.0,27042.0,3763.0,2543.0,83.0,61.0,39.0,366.0,20860.0,181.0,97.61994065006796,55+,Sample post caption 4310,9.0,9.0,yes,,-0.86,0.146,9.26,0.0259,66.51,0.1,51.31,0.9,0.67,-80.02
POST_04311,2026-02-03,Instagram,Video,Influencer Collab,22.0,9685.0,29620.0,4597.0,2056.0,206.0,151.0,1673.0,560.0,24761.0,215.0,199.07311711395647,55+,Sample post caption 4311,1.0,6.0,True,,-0.83,0.0318,47.47,0.0433,305.83,17.27,255.66,5.78,0.73,320.2
POST_04312,2025-06-15,YouTube,Video,Organic Growth,7.0,28003.0,11787.0,4528.0,2755.0,229.0,129.0,1310.0,363.0,13316.0,244.0,34.782502943450474,18-24,Sample post caption 4312,2.0,1.0,False,,-0.28,0.0809,16.17,0.0077,42.09,4.68,47.55,1.3,2.07,1783.13
POST_04313,2025-07-25,Facebook,Text,Brand Refresh,5.0,37139.0,13422.0,39.0,1755.0,417.0,430.0,255.0,389.0,12197.0,-2.0,486.0371146234181,45-54,Sample post caption 4313,9.0,6.0,False,,-0.7,0.1199,0.11,12.4625,36.14,0.69,32.84,1.05,-0.01,-73.77
POST_04314,2025-08-17,YouTube,Video,Brand Awareness Q1,2.0,4423.0,26935.0,2171.0,349.0,355.0,637.0,1821.0,294.0,3333.0,7.0,33.11670433448926,35-44,Sample post caption 4314,9.0,7.0,False,INF_039,-0.04,0.0043,49.08,0.0153,608.98,41.17,75.36,6.65,0.03,2649.37
POST_04315,2025-12-05,Pinterest,Carousel,New Year Promo,22.0,27070.0,21317.0,3644.0,536.0,436.0,439.0,946.0,504.0,18610.0,281.0,100.9454267500392,45-54,Sample post caption 4315,11.0,4.0,True,,-0.09,0.0158,13.46,0.0277,78.75,3.49,68.75,1.86,1.32,368.57
POST_04316,2025-08-12,Facebook,Image,Brand Refresh,3.0,34906.0,20640.0,3977.0,2707.0,301.0,211.0,1620.0,287.0,3213.0,100.0,214.01581821793943,18-24,Sample post caption 4316,14.0,8.0,False,,0.67,0.0295,11.39,0.0538,59.13,4.64,9.2,0.82,0.48,278.48
POST_04317,2024-08-14,TikTok,Story,Brand Awareness Q1,9.0,48845.0,22382.0,3385.0,1823.0,440.0,399.0,1443.0,176.0,20399.0,84.0,466.70291483761895,55+,Sample post caption 4317,14.0,3.0,False,,0.39,0.0683,6.93,0.1379,45.82,2.95,41.76,0.36,0.38,54.6
POST_04318,2025-04-01,Facebook,Video,Back to School,13.0,5561.0,7135.0,3181.0,453.0,60.0,673.0,1852.0,298.0,17675.0,250.0,89.36858160608624,45-54,Sample post caption 4318,6.0,7.0,True,,0.4,0.0023,57.2,0.0281,128.3,33.3,317.84,5.36,3.5,936.16
POST_04319,2025-01-18,Instagram,Carousel,Brand Awareness Q1,20.0,40931.0,28862.0,180.0,,216.0,716.0,538.0,283.0,10865.0,294.0,199.8892454641608,18-24,Sample post caption 4319,9.0,7.0,False,,0.18,0.0647,0.44,1.1105,70.51,1.31,26.54,0.69,1.02,34.57
POST_04320,2025-02-04,Twitter,Text,User Generated Content,23.0,34130.0,794.0,2158.0,956.0,55.0,540.0,1765.0,576.0,2517.0,260.0,-95.78873404023518,45-54,Sample post caption 4320,7.0,4.0,False,,-0.91,0.0242,6.32,0.2292,2.33,5.17,7.37,1.69,32.75,78.41
POST_04321,2025-04-19,Twitter,Image,Back to School,14.0,5831.0,27208.0,4692.0,216.0,28.0,181.0,1314.0,53.0,11240.0,73.0,301.02381308494284,55+,Sample post caption 4321,4.0,1.0,True,INF_084,0.49,0.1275,80.47,0.0642,466.61,22.53,192.76,0.91,0.27,118.26
POST_04322,2026-03-01,YouTube,Story,Brand Awareness Q1,6.0,21600.0,20608.0,1591.0,-902.0,110.0,50.0,1339.0,319.0,24433.0,132.0,307.29163683084147,35-44,Sample post caption 4322,9.0,6.0,False,,-0.28,0.073,7.37,0.1931,95.41,6.2,113.12,1.48,0.64,117.87
POST_04323,2025-11-26,LinkedIn,Carousel,Summer Sale 2024,6.0,10003.0,26143.0,3663.0,1192.0,91.0,746.0,1823.0,478.0,13379.0,154.0,487.0646837283831,25-34,Sample post caption 4323,7.0,7.0,False,,0.67,0.0107,36.62,0.133,261.35,18.22,133.75,4.78,0.59,87.14
POST_04324,2025-08-25,Twitter,Video,New Year Promo,7.0,33217.0,23632.0,3007.0,2423.0,141.0,525.0,857.0,541.0,2154.0,96.0,253.04909525967034,  55+  ,Sample post caption 4324,12.0,3.0,True,INF_051,-0.51,0.0694,9.05,0.0842,71.14,2.58,6.48,1.63,0.41,69.33
POST_04325,2025-12-08,TikTok,Image,Product Launch Alpha,9.0,28702.0,18990.0,957.0,655.0,451.0,349.0,131.0,220.0,14906.0,58.0,1.2803722671533846,45-54,Sample post caption 4325,13.0,5.0,False,,0.34,0.072,3.33,0.0013,66.16,0.46,51.93,0.77,0.31,5015.7
POST_04326,2025-05-27,Pinterest,Reel,Retargeting Campaign,18.0,31274.0,21500.0,4961.0,2557.0,101.0,57.0,1626.0,342.0,23988.0,99.0,15.489821734028798,35-44,Sample post caption 4326,9.0,8.0,False,,0.21,0.045,15.86,0.0031,68.75,5.2,76.7,1.09,0.46,5148.61
POST_04327,2024-06-03,Facebook,Text,Organic Growth,18.0,33308.0,24231.0,2876.0,985.0,70.0,418.0,867.0,213.0,19486.0,182.0,340.6990667456513,25-34,Sample post caption 4327,12.0,7.0,False,,-0.78,0.0552,8.63,0.1185,72.75,2.6,58.5,0.64,0.75,27.24
POST_04328,2024-12-19,Pinterest,Image,Retargeting Campaign,1.0,19292.0,4211.0,4334.0,578.0,12.0,136.0,740.0,321.0,20002.0,216.0,105.75561424032249,18-24,Sample post caption 4328,9.0,2.0,False,,-0.73,0.1456,22.47,0.0244,21.83,3.84,103.68,1.66,5.13,249.86
POST_04329,2024-01-26,Facebook,Video,Paid Ads Q2,14.0,13999.0,13871.0,2719.0,335.0,400.0,639.0,538.0,580.0,20227.0,80.0,239.24036788803232,35-44,Sample post caption 4329,5.0,4.0,False,,1.0,0.0371,19.42,0.088,99.09,3.84,144.49,4.14,0.58,12.44
POST_04330,2025-05-09,TikTok,Story,Holiday Campaign 2024,0.0,19046.0,28609.0,3661.0,214.0,156.0,36.0,1326.0,14.0,16904.0,96.0,275.6861281269867,55+,Sample post caption 4330,1.0,7.0,False,,-0.33,0.1015,19.22,0.0753,150.21,6.96,88.75,0.07,0.34,140.49
POST_04331,2024-04-17,Instagram,Carousel,Paid Ads Q2,9.0,3252.0,9636.0,2983.0,291.0,80.0,493.0,1925.0,479.0,18028.0,40.0,333.67505638391265,45-54,Sample post caption 4331,11.0,9.0,True,,-0.19,0.0992,91.73,0.1119,296.31,59.19,554.37,14.73,0.42,188.45
POST_04332,2024-10-29,Facebook,Text,,5.0,26060.0,336.0,1814.0,2660.0,99.0,358.0,281.0,133.0,654.0,168.0,41.87332617478007,25-34,Sample post caption 4332,13.0,7.0,True,,0.71,0.0634,6.96,0.0231,1.29,1.08,2.51,0.51,50.0,235.54
POST_04333,2025-03-01,Instagram,Video,,21.0,10347.0,3297.0,2811.0,2216.0,82.0,779.0,491.0,23.0,41.0,-17.0,,35-44,Sample post caption 4333,11.0,8.0,True,,0.26,0.1398,27.17,0.1352,31.86,4.75,0.4,0.22,-0.52,-35.4
POST_04334,2026-07-31,LinkedIn,Text,Back to School,12.0,30906.0,28844.0,4156.0,2176.0,217.0,84.0,279.0,376.0,14932.0,-40.0,460.0840074824389,25-34,Sample post caption 4334,1.0,9.0,True,INF_025,0.36,0.1154,13.45,0.1107,93.33,0.9,48.31,1.22,-0.14,-69.68
POST_04335,2024-03-28,Instagram,Video,Spring Collection,9.0,25673.0,10844.0,3764.0,1058.0,371.0,721.0,1523.0,596.0,11103.0,210.0,127.87276833089922,25-34,Sample post caption 4335,7.0,1.0,True,,0.27,0.0032,14.66,0.034,42.24,5.93,43.25,2.32,1.94,495.51
POST_04336,2024-04-28,Facebook,Image,Holiday Campaign 2024,11.0,42482.0,5149.0,3333.0,1933.0,236.0,650.0,1222.0,141.0,20168.0,20.0,190.22303797937153,35-44,Sample post caption 4336,3.0,3.0,True,,-0.35,0.0728,7.85,0.0571,12.12,2.88,47.47,0.33,0.39,221.2
POST_04337,2026-05-01,Twitter,Carousel,Influencer Collab,23.0,49325.0,16437.0,2975.0,276.0,124.0,538.0,1398.0,438.0,20335.0,113.0,371.90907778846804,45-54,Sample post caption 4337,7.0,6.0,False,,0.66,0.0171,6.03,0.125,33.32,2.83,41.23,0.89,0.69,87.95
POST_04338,2026-01-17,YouTube,Live,Back to School,5.0,26138.0,16111.0,4913.0,1327.0,200.0,343.0,1323.0,323.0,13135.0,210.0,124.22033133859783,18-24,Sample post caption 4338,8.0,8.0,False,,-0.93,0.043,18.8,0.0253,61.64,5.06,50.25,1.24,1.3,432.52
POST_04339,2024-05-25,Instagram,Video,Back to School,5.0,27870.0,22369.0,3139.0,2665.0,1.0,744.0,1933.0,121.0,21804.0,133.0,271.1222819531169,35-44,Sample post caption 4339,5.0,7.0,False,,-0.27,0.0358,11.26,0.0864,80.26,6.94,78.23,0.43,0.59,256.48
POST_04340,2024-12-22,Instagram,Video,Brand Awareness Q1,0.0,7049.0,461.0,1964.0,2326.0,61.0,170.0,908.0,299.0,1513.0,82.0,,18-24,Sample post caption 4340,8.0,6.0,True,INF_018,0.91,0.1133,27.86,0.168,6.54,12.88,21.46,4.24,17.79,37.59
POST_04341,2024-11-15,Instagram,Carousel,Back to School,11.0,2305.0,20779.0,810.0,1033.0,19.0,689.0,665.0,340.0,21150.0,232.0,439.6369804585438,25-34,Sample post caption 4341,5.0,4.0,False,,-0.24,0.0374,35.14,0.5428,901.48,28.85,917.57,14.75,1.12,-24.37
POST_04342,2024-12-17,Facebook,Video,New Year Promo,22.0,17955.0,20161.0,3105.0,1885.0,470.0,19.0,1322.0,178.0,20120.0,298.0,172.68287069298282,25-34,Sample post caption 4342,10.0,8.0,True,INF_095,-0.97,0.1489,17.29,0.0556,112.29,7.36,112.06,0.99,1.48,282.78
POST_04343,2025-04-11,TikTok,Story,Flash Sale March,22.0,19664.0,13848.0,1580.0,1481.0,209.0,302.0,554.0,207.0,9472.0,294.0,246.32411555235905,45-54,Sample post caption 4343,13.0,4.0,False,INF_085,-0.62,0.0192,8.03,0.1559,70.42,2.82,48.17,1.05,2.12,12.45
POST_04344,2026-03-14,TikTok,Text,Brand Refresh,9.0,0,15754.0,31,1156.0,439.0,775.0,1345.0,165.0,4924.0,183.0,92.29970337442128,35-44,Sample post caption 4344,2.0,6.0,False,,0.89,0.0617,28.22,0.0247,119.05,10.16,37.21,1.25,1.16,628.6
POST_04345,2024-07-30,Twitter,Image,Retargeting Campaign,13.0,18214.0,10159.0,604.0,99.0,345.0,196.0,1133.0,40.0,7892.0,-36.0,153.80523881269787,35-44,Sample post caption 4345,7.0,3.0,True,,0.7,0.0734,3.32,0.2546,55.78,6.22,43.33,0.22,-0.35,268.32
POST_04346,2025-06-17,Instagram,Live,Flash Sale March,14.0,32903.0,1406.0,2620.0,279.0,179.0,326.0,1646.0,555.0,8411.0,54.0,47.46819635436661,55+,Sample post caption 4346,0.0,7.0,True,,-0.61,0.0649,7.96,0.0181,4.27,5.0,25.56,1.69,3.84,1633.79
POST_04347,2025-05-09,TikTok,Text,,22.0,29885.0,8399.0,3376.0,1311.0,408.0,575.0,470.0,74.0,20393.0,-31.0,98.81887251169313,45-54,Sample post caption 4347,5.0,6.0,False,,0.95,0.014,11.3,0.0293,28.1,1.57,68.24,0.25,-0.37,137.81
POST_04348,2024-12-22,Twitter,Story,Influencer Collab,23.0,38402.0,18034.0,616.0,2850.0,61.0,555.0,411.0,479.0,21343.0,197.0,173.10566367974718,35-44,Sample post caption 4348,14.0,7.0,True,,-0.68,0.0339,1.6,0.281,46.96,1.07,55.58,1.25,1.09,18.71
POST_04349,2025-05-02,TikTok,Carousel,User Generated Content,3.0,23645.0,27510.0,1954.0,1199.0,272.0,755.0,512.0,347.0,11999.0,111.0,212.13591133558523,25-34,Sample post caption 4349,14.0,5.0,False,,0.98,0.0781,8.26,0.1086,116.35,2.17,50.75,1.47,0.4,20.68
POST_04350,2024-04-09,LinkedIn,Story,Video Series 2025,0.0,40877.0,23591.0,565.0,334.0,294.0,11.0,1503.0,271.0,1629.0,76.0,353.4387543704201,45-54,Sample post caption 4350,2.0,5.0,True,,0.69,0.12,1.38,0.6256,57.71,3.68,3.99,0.66,0.32,112.63
POST_04351,2025-03-24,TikTok,Image,Paid Ads Q2,7.0,11052.0,5756.0,2551.0,2255.0,240.0,360.0,1163.0,165.0,23610.0,-17.0,229.2244606319898,55+,Sample post caption 4351,9.0,2.0,False,,0.83,0.1033,23.08,0.0899,52.08,10.52,213.63,1.49,-0.3,153.68
POST_04352,2026-01-09,Twitter,Video,Organic Growth,2.0,2635.0,11731.0,631.0,105.0,250.0,771.0,877.0,85.0,3249.0,64.0,24.524571129970806,55+,Sample post caption 4352,9.0,6.0,False,INF_005,-0.72,0.0817,23.95,0.0389,445.2,33.28,123.3,3.23,0.55,1688.0
POST_04353,2025-12-14,Instagram,Story,Product Launch Alpha,13.0,24821.0,21993.0,2816.0,957.0,9.0,295.0,689.0,550.0,16844.0,168.0,377.8726893166983,25-34,Sample post caption 4353,2.0,1.0,False,,-0.4,0.1466,11.35,0.1342,88.61,2.78,67.86,2.22,0.76,-8.83
POST_04354,2025-04-08,Pinterest,Image,User Generated Content,16.0,5063.0,7246.0,1615.0,2410.0,186.0,402.0,948.0,598.0,16673.0,191.0,266.39841487037495,35-44,Sample post caption 4354,8.0,7.0,True,INF_043,0.4,0.1141,31.9,0.165,143.12,18.72,329.31,11.81,2.64,77.93
POST_04355,2024-11-22,Twitter,Image,Brand Refresh,1.0,12807.0,21507.0,3267.0,2089.0,408.0,437.0,1527.0,154.0,9327.0,-30.0,-69.63491180516921,25-34,Sample post caption 4355,6.0,3.0,False,,0.01,0.13,25.51,0.1438,167.93,11.92,72.83,1.2,-0.14,62.55
POST_04356,2024-03-09,LinkedIn,Text,New Year Promo,14.0,12960.0,18816.0,3787.0,309.0,109.0,768.0,59.0,575.0,223.0,174.0,317.6200322494904,55+,Sample post caption 4356,12.0,2.0,False,,-0.42,0.0019,29.22,0.0839,145.19,0.46,1.72,4.44,0.92,-90.71
POST_04357,2024-11-03,Instagram,Story,New Year Promo,5.0,14347.0,13599.0,679.0,886.0,27.0,374.0,1206.0,222.0,2445.0,116.0,266.96590200149984,45-54,Sample post caption 4357,13.0,7.0,False,,0.39,0.0324,4.73,0.3932,94.79,8.41,17.04,1.55,0.85,125.87
POST_04358,2024-02-15,LinkedIn,IMG,Summer Sale 2024,4.0,17510.0,16586.0,3727.0,2570.0,473.0,746.0,418.0,416.0,23711.0,245.0,147.21443093019144,35-44,Sample post caption 4358,1.0,9.0,False,,0.56,0.108,21.28,0.0395,94.72,2.39,135.41,2.38,1.48,41.97
POST_04359,2026-04-09,Twitter,Story,Flash Sale March,13.0,17770.0,9871.0,53.0,2928.0,459.0,758.0,956.0,361.0,16837.0,121.0,118.2301968248483,25-34,Sample post caption 4359,5.0,1.0,False,,-0.43,0.0417,0.3,2.2308,55.55,5.38,94.75,2.03,1.23,304.3
POST_04360,2025-12-28,Facebook,Carousel,Brand Refresh,18.0,19330.0,2846.0,1391.0,2096.0,60.0,652.0,1817.0,345.0,12650.0,113.0,115.01689056151537,35-44,Sample post caption 4360,11.0,6.0,False,,-0.83,0.0531,7.2,0.0827,14.72,9.4,65.44,1.78,3.97,689.88
POST_04361,2024-04-27,Facebook,Video,Holiday Campaign 2024,8.0,41380.0,11123.0,1907.0,196.0,57.0,692.0,1950.0,145.0,2046.0,260.0,203.56141308499375,45-54,Sample post caption 4361,12.0,8.0,False,,0.15,0.0886,4.61,0.1067,26.88,4.71,4.94,0.35,2.34,378.97
POST_04362,2024-01-24,LinkedIn,Story,Spring Collection,7.0,24258.0,7332.0,4727.0,251.0,299.0,499.0,824.0,66.0,5911.0,166.0,85.68570840395073,55+,Sample post caption 4362,3.0,2.0,False,INF_050,-0.21,0.0814,19.49,0.0181,30.23,3.4,24.37,0.27,2.26,380.83
POST_04363,2026-05-19,TikTok,Video,Retargeting Campaign,2.0,13987.0,7001.0,3572.0,1015.0,496.0,425.0,907.0,516.0,12290.0,148.0,422.1049026166297,25-34,Sample post caption 4363,9.0,5.0,False,INF_014,0.76,0.0331,25.54,0.1182,50.05,6.48,87.87,3.69,2.11,7.44
POST_04364,2024-12-17,Twitter,Image,Back to School,17.0,35161.0,28428.0,4377.0,2257.0,338.0,664.0,732.0,58.0,12880.0,-1.0,402.59869981563327,55+,Sample post caption 4364,10.0,4.0,False,,-0.91,0.1318,12.45,0.092,80.85,2.08,36.63,0.16,-0.0,-9.09
POST_04365,2025-10-25,Instagram,Video,Product Launch Alpha,7.0,49728.0,19239.0,2099.0,2165.0,251.0,43.0,1924.0,587.0,12067.0,279.0,364.42382191585256,25-34,Sample post caption 4365,6.0,3.0,False,,0.28,0.0942,4.22,0.1736,38.69,3.87,24.27,1.18,1.45,163.98
POST_04366,2024-04-21,LinkedIn,Video,Spring Collection,15.0,23910.0,4130.0,3847.0,2289.0,406.0,108.0,1250.0,15.0,5479.0,279.0,24.37538442553405,35-44,Sample post caption 4366,3.0,8.0,False,,-0.91,0.1028,16.09,0.0063,17.27,5.23,22.92,0.06,6.76,2464.06
POST_04367,2025-11-24,Facebook,Video,User Generated Content,14.0,44224.0,11712.0,4316.0,2616.0,461.0,97.0,390.0,586.0,14264.0,243.0,35.95293525326537,18-24,Sample post caption 4367,6.0,2.0,False,,-0.77,0.1243,9.76,0.0083,26.48,0.88,32.25,1.33,2.07,442.38
POST_04368,2026-03-30,Instagram,Story,Spring Collection,20.0,42886.0,9297.0,234.0,1195.0,255.0,738.0,1167.0,485.0,3386.0,229.0,318.21264111318135,25-34,Sample post caption 4368,5.0,1.0,True,INF_087,-0.26,0.0154,0.55,1.3599,21.68,2.72,7.9,1.13,2.46,83.37
POST_04369,2024-06-17,Facebook,Text,Summer Sale 2024,14.0,25458.0,10821.0,3497.0,1074.0,380.0,444.0,735.0,175.0,21085.0,8.0,374.48413861557054,25-34,Sample post caption 4369,7.0,1.0,False,,-0.54,0.0711,13.74,0.1071,42.51,2.89,82.82,0.69,0.07,-1.87
POST_00066,2026-01-28,Facebook,Carousel,Product Launch Alpha,15.0,45688.0,28774.0,1690.0,2786.0,144.0,80.0,1587.0,321.0,21208.0,122.0,13.357970432736954,55+,Sample post caption 4370,6.0,5.0,False,INF_089,-0.68,0.0129,3.7,0.0079,62.98,3.47,46.42,0.7,0.42,5840.27
POST_04371,2024-09-06,Instagram,Text,,0.0,16033.0,11007.0,1315.0,2038.0,78.0,217.0,1616.0,460.0,6165.0,103.0,145.25010987423397,18-24,Sample post caption 4371,8.0,9.0,False,,0.59,0.011,8.2,0.1105,68.65,10.08,38.45,2.87,0.94,456.28
